titulo,descripcion,categoria,texto_completo,texto_limpio
El sector de la movilidad aboga por la multienergía y la innovación,"El sector de la movilidad ha abogado por fomentar la multienergía, así como la innovación...",Economia,"El sector de la movilidad aboga por la multienergía y la innovación El sector de la movilidad ha abogado por fomentar la multienergía, así como la innovación...",sector movilidad aboga multienergia innovacion sector movilidad abogado fomentar multienergia asi innovacion
Iryo y EFE firman un acuerdo para ofrecer información económica en sus trenes,"Madrid, 14 ene (EFE TV).- Iryo y la Agencia EFE han firmado este miércoles un acuerdo de colaboració...",Economia,"Iryo y EFE firman un acuerdo para ofrecer información económica en sus trenes Madrid, 14 ene (EFE TV).- Iryo y la Agencia EFE han firmado este miércoles un acuerdo de colaboració...",iryo firman acuerdo ofrecer informacion economica trenes madrid tv iryo agencia firmado miercoles acuerdo colaboracio
"Pere Navarro: ""Al centro no vas con eléctrico ni diésel o gasolina, vas en transporte público""","El director de Tráfico, Pere Navarro, ha valorado el acceso en transporte al centro de las...",Economia,"Pere Navarro: ""Al centro no vas con eléctrico ni diésel o gasolina, vas en transporte público"" El director de Tráfico, Pere Navarro, ha valorado el acceso en transporte al centro de las...",pere navarro centro electrico diesel gasolina transporte publico director trafico pere navarro valorado acceso transporte centro
"La bolsa española reduce sus ganancias al 0,14 % a mediodía y se aproxima a 17.700 puntos","Madrid, 14 ene (EFE).- La bolsa española reducía sus ganancias a mediodía al 0,14 % y continuaba en ...",Economia,"La bolsa española reduce sus ganancias al 0,14 % a mediodía y se aproxima a 17.700 puntos Madrid, 14 ene (EFE).- La bolsa española reducía sus ganancias a mediodía al 0,14 % y continuaba en ...",bolsa espanola reduce ganancias mediodia aproxima puntos madrid bolsa espanola reducia ganancias mediodia continuaba
Vueling se propone transportar 60 millones de pasajeros en 2035 e invertirá 5.000 millones,"Barcelona, 14 ene (EFE).- La aerolínea Vueling quiere transportar a 60 millones de pasajeros en 2035...",Economia,"Vueling se propone transportar 60 millones de pasajeros en 2035 e invertirá 5.000 millones Barcelona, 14 ene (EFE).- La aerolínea Vueling quiere transportar a 60 millones de pasajeros en 2035...",vueling propone transportar millones pasajeros e invertira millones barcelona aerolinea vueling quiere transportar millones pasajeros
Indonesia espera que crezca la producción de café este año,"Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",Economia,"Indonesia espera que crezca la producción de café este año Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",indonesia espera crezca produccion cafe ano aceh indonesia epa negocio tradicional tostado cafe activi
"Venezuela tiene capacidad para triplicar su producción petrolera, según exministro Ramírez","Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",Economia,"Venezuela tiene capacidad para triplicar su producción petrolera, según exministro Ramírez Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",venezuela tiene capacidad triplicar produccion petrolera segun exministro ramirez viena rafael ramirez ministro venezolano petroleo mand
Indonesia prevé que la producción de café crezca en 2026,"Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",Economia,"Indonesia prevé que la producción de café crezca en 2026 Aceh (Indonesia), 14 ene (EFE/EPA).- El negocio tradicional del tostado de café es una de las activi...",indonesia preve produccion cafe crezca aceh indonesia epa negocio tradicional tostado cafe activi
Ramírez ve posible triplicar la producción petrolera venezolana hasta 3 millones de barriles diarios,"Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",Economia,"Ramírez ve posible triplicar la producción petrolera venezolana hasta 3 millones de barriles diarios Viena, 14 ene (EFE).- Rafael Ramírez, ministro venezolano de Petróleo entre 2002 y 2013 bajo el mand...",ramirez ve posible triplicar produccion petrolera venezolana millones barriles diarios viena rafael ramirez ministro venezolano petroleo mand
Netflix se plantea modificar su oferta sobre Warner Bros para hacerla 100% en efectivo,El objetivo es agilizar una transacción que podría tardar meses en concretarse debido a la potencial oposición política a la fusión,Economia,Netflix se plantea modificar su oferta sobre Warner Bros para hacerla 100% en efectivo El objetivo es agilizar una transacción que podría tardar meses en concretarse debido a la potencial oposición política a la fusión,netflix plantea modificar oferta warner bros hacerla efectivo objetivo agilizar transaccion podria tardar meses concretarse debido potencial oposicion politica fusion
El encuentro del Gobierno con las autonomías arranca sin perspectivas de consenso,"Madrid, 14 ene (EFE).- El Consejo de Política Fiscal y Financiera (CPFF), que reúne a la vicepreside...",Economia,"El encuentro del Gobierno con las autonomías arranca sin perspectivas de consenso Madrid, 14 ene (EFE).- El Consejo de Política Fiscal y Financiera (CPFF), que reúne a la vicepreside...",encuentro gobierno autonomias arranca perspectivas consenso madrid consejo politica fiscal financiera cpff reune vicepreside
La DGT apuesta por las energías renovables para eliminar los combustibles fósiles en 2035,"El director de Tráfico, Pere Navarro, ha afirmado este miércoles Tras clausurar la jornada...",Economia,"La DGT apuesta por las energías renovables para eliminar los combustibles fósiles en 2035 El director de Tráfico, Pere Navarro, ha afirmado este miércoles Tras clausurar la jornada...",dgt apuesta energias renovables eliminar combustibles fosiles director trafico pere navarro afirmado miercoles clausurar jornada
Pakistán se alía con la firma de la familia Trump para explorar pagos con su 'stablecoin',"Islamabad, 14 ene (EFE).- El Gobierno de Pakistán firmó este miércoles un acuerdo estratégico con un...",Economia,"Pakistán se alía con la firma de la familia Trump para explorar pagos con su 'stablecoin' Islamabad, 14 ene (EFE).- El Gobierno de Pakistán firmó este miércoles un acuerdo estratégico con un...",pakistan alia firma familia trump explorar pagos stablecoin islamabad gobierno pakistan firmo miercoles acuerdo estrategico
"Consejera extremeña de Hacienda asegura que ""combatirán"" la ""desigualdad"" en financiación","La consejera extremeña de Hacienda y Administración Pública, Elena Manzano, ha verbalizado la...",Economia,"Consejera extremeña de Hacienda asegura que ""combatirán"" la ""desigualdad"" en financiación La consejera extremeña de Hacienda y Administración Pública, Elena Manzano, ha verbalizado la...",consejera extremena hacienda asegura combatiran desigualdad financiacion consejera extremena hacienda administracion publica elena manzano verbalizado
"Cataluña insiste en que ""todo el mundo gana"" con el nuevo modelo de financiación","La consejera de Economía y Finanzas de la Generalitat de Cataluña, Alicia Romero (PSC), ha...",Economia,"Cataluña insiste en que ""todo el mundo gana"" con el nuevo modelo de financiación La consejera de Economía y Finanzas de la Generalitat de Cataluña, Alicia Romero (PSC), ha...",cataluna insiste mundo gana modelo financiacion consejera economia finanzas generalitat cataluna alicia romero psc
"Andalucía acude al CPFF con ""incertidumbre"" e ""indignación""","La consejera andaluza de Economía, Hacienda, Fondos Europeos y Diálogo Social, Carolina España,...",Economia,"Andalucía acude al CPFF con ""incertidumbre"" e ""indignación"" La consejera andaluza de Economía, Hacienda, Fondos Europeos y Diálogo Social, Carolina España,...",andalucia acude cpff incertidumbre e indignacion consejera andaluza economia hacienda fondos europeos dialogo social carolina espana
"C-LM sobre el modelo de financiación: ""La ordinalidad es una línea roja""","El consejero de Hacienda, Administraciones Públicas y Transformación Digital de Castilla-La...",Economia,"C-LM sobre el modelo de financiación: ""La ordinalidad es una línea roja"" El consejero de Hacienda, Administraciones Públicas y Transformación Digital de Castilla-La...",c lm modelo financiacion ordinalidad linea roja consejero hacienda administraciones publicas transformacion digital castilla
El rey garantiza a los inversores el compromiso de España con el libre comercio,"Madrid, 14 ene (EFE).- Felipe VI ha remarcado este miércoles el fuerte compromiso de España, a pesar...",Economia,"El rey garantiza a los inversores el compromiso de España con el libre comercio Madrid, 14 ene (EFE).- Felipe VI ha remarcado este miércoles el fuerte compromiso de España, a pesar...",rey garantiza inversores compromiso espana libre comercio madrid felipe vi remarcado miercoles fuerte compromiso espana pesar
"Consejero de Hacienda de Galicia dice que el modelo de financiación ""está precocinado""","El consejero de Hacienda y Administración Pública de la Xunta de Galicia, Miguel Corgos, ha...",Economia,"Consejero de Hacienda de Galicia dice que el modelo de financiación ""está precocinado"" El consejero de Hacienda y Administración Pública de la Xunta de Galicia, Miguel Corgos, ha...",consejero hacienda galicia modelo financiacion precocinado consejero hacienda administracion publica xunta galicia miguel corgos
Hasta 78.000 jóvenes se han inscrito ya para comprar el abono único de transportes,"El nuevo abono único de transportes, que entrará en vigor el próximo lunes, 19 de enero, ha...",Economia,"Hasta 78.000 jóvenes se han inscrito ya para comprar el abono único de transportes El nuevo abono único de transportes, que entrará en vigor el próximo lunes, 19 de enero, ha...",jovenes inscrito comprar abono unico transportes abono unico transportes entrara vigor proximo
"Las exportaciones chinas aumentaron un 6,1 % en 2025 pese a la guerra comercial","Shanghái (China), 14 ene (EFE/EPA).- El valor denominado en yuanes de las exportaciones chinas al re...",Economia,"Las exportaciones chinas aumentaron un 6,1 % en 2025 pese a la guerra comercial Shanghái (China), 14 ene (EFE/EPA).- El valor denominado en yuanes de las exportaciones chinas al re...",exportaciones chinas aumentaron pese guerra comercial shanghai china epa valor denominado yuanes exportaciones chinas re
