titulo,descripcion,categoria,texto_completo,texto_limpio
"Trump, implacable en el extranjero, trata de ganar en el gran frente doméstico: el coste de la vida","El mandatario norteamericano ha anunciado todas sus propuestas para rebajar el coste de vida, algunas de corte progresista, que podrían firmar muchos demócratas",Internacional,"Trump, implacable en el extranjero, trata de ganar en el gran frente doméstico: el coste de la vida El mandatario norteamericano ha anunciado todas sus propuestas para rebajar el coste de vida, algunas de corte progresista, que podrían firmar muchos demócratas",trump implacable extranjero trata ganar gran frente domestico coste mandatario norteamericano anunciado todas propuestas rebajar coste corte progresista podrian firmar democratas
Israel apoya la intervención de Trump en Irán frente al miedo de los vecinos a una escalada regional,Turquía y Qatar presionan para que Estados Unidos apueste por la vía diplomática,Internacional,Israel apoya la intervención de Trump en Irán frente al miedo de los vecinos a una escalada regional Turquía y Qatar presionan para que Estados Unidos apueste por la vía diplomática,israel apoya intervencion trump iran frente miedo vecinos escalada regional turquia qatar presionan estadosunidos apueste via diplomatica
"Argentina cierra 2025 con una inflación del 31,5%, la más baja en los últimos ocho años",Se trata de la menor inflación en el país sudamericano desde el año 2017,Internacional,"Argentina cierra 2025 con una inflación del 31,5%, la más baja en los últimos ocho años Se trata de la menor inflación en el país sudamericano desde el año 2017",argentina cierra inflacion baja ultimos anos trata menor inflacion pais sudamericano ano
Sheinbaum le dice a Trump que no habrá una intervención militar de EE.UU. en México para combatir a los cárteles,"La presidenta de México y su homólogo estadounidense, que exige más cooperación, mantienen una conversación telefónica para destensar la relación entre ambos países",Internacional,"Sheinbaum le dice a Trump que no habrá una intervención militar de EE.UU. en México para combatir a los cárteles La presidenta de México y su homólogo estadounidense, que exige más cooperación, mantienen una conversación telefónica para destensar la relación entre ambos países",sheinbaum trump habra intervencion militar estadosunidos mexico combatir carteles presidenta mexico homologo estadounidense exige cooperacion mantienen conversacion telefonica destensar relacion paises
La oposición de Nicaragua celebra la liberación de 20 presos políticos tras la presión de Trump,El Mecanismo para el Reconocimiento de Personas Presas Políticas de Nicaragua denuncia las detenciones arbitrarias contra aquellos que celebraron la captura de Maduro el día 3,Internacional,La oposición de Nicaragua celebra la liberación de 20 presos políticos tras la presión de Trump El Mecanismo para el Reconocimiento de Personas Presas Políticas de Nicaragua denuncia las detenciones arbitrarias contra aquellos que celebraron la captura de Maduro el día 3,oposicion nicaragua celebra liberacion presospoliticos presion trump mecanismo reconocimiento personas presas politicas nicaragua denuncia detenciones arbitrarias celebraron captura maduro dia
Delcy Rodríguez destituye al jefe de seguridad presidencial tras la intervención militar de EE.UU.,"Al general Marcano se le atribuyen varias faltas consideradas graves, como presuntas comunicaciones con actores externos en los días previos a la intervención militar estadounidense",Internacional,"Delcy Rodríguez destituye al jefe de seguridad presidencial tras la intervención militar de EE.UU. Al general Marcano se le atribuyen varias faltas consideradas graves, como presuntas comunicaciones con actores externos en los días previos a la intervención militar estadounidense",delcy rodriguez destituye jefe seguridad presidencial intervencion militar estadosunidos general marcano atribuyen faltas consideradas graves presuntas comunicaciones actores externos dias previos intervencion militar estadounidense
El régimen cubano niega conversaciones con Estados Unidos para evitar una intervención,"Ante las amenazas de Trump y Rubio, el régimen moviliza de urgencia a los militares por miedo a un ataque similar al que Estados Unidos lanzó sobre Venezuela régimen los ha catalogado como «héroes» que murieron durante «un acto criminal de terrorismo de EE.UU.»",Internacional,"El régimen cubano niega conversaciones con Estados Unidos para evitar una intervención Ante las amenazas de Trump y Rubio, el régimen moviliza de urgencia a los militares por miedo a un ataque similar al que Estados Unidos lanzó sobre Venezuela régimen los ha catalogado como «héroes» que murieron durante «un acto criminal de terrorismo de EE.UU.»",regimen cubano niega conversaciones estadosunidos evitar intervencion amenazas trump rubio regimen moviliza urgencia militares miedo ataque similar estadosunidos lanzo venezuela regimen catalogado heroes murieron acto criminal terrorismo estadosunidos
Dinamarca teme una encerrona en la reunión con Rubio sobre Groenlandia,"Los diplomáticos daneses sospechan que acuda el vicepresidente de EE.UU., J. D. Vance, y protagonice un episodio como el que soportó Zelenski en la Casa Blanca, cuando le soltó frente a las cámaras una reprimenda por no ser agradecido ni respetuoso con Trump",Internacional,"Dinamarca teme una encerrona en la reunión con Rubio sobre Groenlandia Los diplomáticos daneses sospechan que acuda el vicepresidente de EE.UU., J. D. Vance, y protagonice un episodio como el que soportó Zelenski en la Casa Blanca, cuando le soltó frente a las cámaras una reprimenda por no ser agradecido ni respetuoso con Trump",dinamarca teme encerrona reunion rubio groenlandia diplomaticos daneses sospechan acuda vicepresidente estadosunidos j d vance protagonice episodio soporto zelenski casa blanca solto frente camaras reprimenda agradecido respetuoso trump
Los venezolanos ya no temen exigir la libertad de los presos políticos,"Mientras el Gobierno anuncia excarcelaciones a cuentagotas, la sociedad civil denuncia que más de mil reos siguen en las cárceles por oponerse al chavismo",Internacional,"Los venezolanos ya no temen exigir la libertad de los presos políticos Mientras el Gobierno anuncia excarcelaciones a cuentagotas, la sociedad civil denuncia que más de mil reos siguen en las cárceles por oponerse al chavismo",venezolanos temen exigir libertad presospoliticos gobierno anuncia excarcelaciones cuentagotas sociedad civil denuncia reos siguen carceles oponerse chavismo
Detienen y acusan de traición a la patria a menores que celebraban en Venezuela la caída de Maduro,"Un patriota cooperante, como se autodenominan los delatores en la jerga del chavismo, realizó una llamada a alertando a las autoridades",Internacional,"Detienen y acusan de traición a la patria a menores que celebraban en Venezuela la caída de Maduro Un patriota cooperante, como se autodenominan los delatores en la jerga del chavismo, realizó una llamada a alertando a las autoridades",detienen acusan traicion patria menores celebraban venezuela caida maduro patriota cooperante autodenominan delatores jerga chavismo realizo llamada alertando autoridades
Venezuela endurece las restricciones a la prensa,Las limitaciones a los periodistas se han intensificado tras las caída de Maduro y al menos 24 reporteros siguen detenidos,Internacional,Venezuela endurece las restricciones a la prensa Las limitaciones a los periodistas se han intensificado tras las caída de Maduro y al menos 24 reporteros siguen detenidos,venezuela endurece restricciones prensa limitaciones periodistas intensificado caida maduro reporteros siguen detenidos
Madres de presos políticos en Venezuela: «¿Por qué no nos dicen dónde están?»,"Dos mujeres sostienen que sus hijos fueron detenidos en noviembre sin orden judicial y, desde entonces, desconocen su paradero",Internacional,"Madres de presos políticos en Venezuela: «¿Por qué no nos dicen dónde están?» Dos mujeres sostienen que sus hijos fueron detenidos en noviembre sin orden judicial y, desde entonces, desconocen su paradero",madres presospoliticos venezuela estan mujeres sostienen hijos detenidos orden judicial desconocen paradero
La renta fija refuerza su protagonismo en un contexto de pertinaz incertidumbre,ESPECIAL RENTA FIJA,Internacional,La renta fija refuerza su protagonismo en un contexto de pertinaz incertidumbre ESPECIAL RENTA FIJA,renta fija refuerza protagonismo contexto pertinaz incertidumbre especial renta fija
El momento de la inversión activa en crédito global,ESPECIAL RENTA FIJA / CONTENIDO EXTERNO,Internacional,El momento de la inversión activa en crédito global ESPECIAL RENTA FIJA / CONTENIDO EXTERNO,momento inversion activa credito global especial renta fija contenido externo
¿Qué es una cuenta de ahorro? Haz crecer tu dinero sin riesgos y con total flexibilidad,Encuentra las cuentas de ahorro con la mayor remuneración,Internacional,¿Qué es una cuenta de ahorro? Haz crecer tu dinero sin riesgos y con total flexibilidad Encuentra las cuentas de ahorro con la mayor remuneración,cuenta ahorro haz crecer dinero riesgos total flexibilidad encuentra cuentas ahorro mayor remuneracion
Mesa redonda de Safebrok en la Feria de Sevilla con los referentes en gestoría de fondos,SAFEBROK,Internacional,Mesa redonda de Safebrok en la Feria de Sevilla con los referentes en gestoría de fondos SAFEBROK,mesa redonda safebrok feria sevilla referentes gestoria fondos safebrok
Leopoldo López dice que espera que salida de Maduro lleve a la democracia total en Venezuela,"Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",Internacional,"Leopoldo López dice que espera que salida de Maduro lleve a la democracia total en Venezuela Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",leopoldo lopez espera salida maduro lleve democracia total venezuela washington leopoldo lopez caras visibles oposicion venezolana
Dinamarca reforzó su presencia militar en la isla antes de la reunión con EE.UU.,"El primer ministro de Suecia anuncia la llegada de aviación militar de varios países a la isla, a petición de Copenhague",Internacional,"Dinamarca reforzó su presencia militar en la isla antes de la reunión con EE.UU. El primer ministro de Suecia anuncia la llegada de aviación militar de varios países a la isla, a petición de Copenhague",dinamarca reforzo presencia militar isla antes reunion estadosunidos primer ministro suecia anuncia llegada aviacion militar paises isla peticion copenhague
"La primera ministra japonesa, Sanae Takaichi, disolverá el Parlamento para convocar elecciones anticipadas","Tomó el poder en octubre tras la dimisión de su antecesor y, según sus socios en el Gobierno, quiere aprovechar que goza de un apoyo público del 70% para adelantar los comicios y ampliar su ventaja en el Parlamento",Internacional,"La primera ministra japonesa, Sanae Takaichi, disolverá el Parlamento para convocar elecciones anticipadas Tomó el poder en octubre tras la dimisión de su antecesor y, según sus socios en el Gobierno, quiere aprovechar que goza de un apoyo público del 70% para adelantar los comicios y ampliar su ventaja en el Parlamento",primera ministra japonesa sanae takaichi disolvera parlamento convocar elecciones anticipadas tomo dimision antecesor segun socios gobierno quiere aprovechar goza apoyo publico adelantar comicios ampliar ventaja parlamento
El Ejército sirio envía refuerzos a Alepo en medio de tensiones con los kurdosirios,"Alepo (Siria), 14 ene (EFE/EPA).- El Ejército sirio anunció el envío de decenas de vehículos militar...",Internacional,"El Ejército sirio envía refuerzos a Alepo en medio de tensiones con los kurdosirios Alepo (Siria), 14 ene (EFE/EPA).- El Ejército sirio anunció el envío de decenas de vehículos militar...",ejercito sirio envia refuerzos alepo medio tensiones kurdosirios alepo siria epa ejercito sirio anuncio envio decenas vehiculos militar
Siria envía a Alepo refuerzos de las tropas gubernamentales en medio de las tensiones con los kurdosirios,"Alepo (Siria), 14 ene (EFE/EPA).- El Ejército sirio anunció el envío de decenas de vehículos militar...",Internacional,"Siria envía a Alepo refuerzos de las tropas gubernamentales en medio de las tensiones con los kurdosirios Alepo (Siria), 14 ene (EFE/EPA).- El Ejército sirio anunció el envío de decenas de vehículos militar...",siria envia alepo refuerzos tropas gubernamentales medio tensiones kurdosirios alepo siria epa ejercito sirio anuncio envio decenas vehiculos militar
¿Por qué el régimen de los ayatolás ha llegado a su final?,PEDRO RODRÍGUEZ,Internacional,¿Por qué el régimen de los ayatolás ha llegado a su final? PEDRO RODRÍGUEZ,regimen ayatolas llegado final pedro rodriguez
Irán entierra a los policías muertos en las protestas mientras no ofrece datos de los civiles,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Irán entierra a los policías muertos en las protestas mientras no ofrece datos de los civiles **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,iran entierra policias muertos protestas ofrece datos civiles restrictions access israel media persian language tv stations outside iran strictly access
"Leopoldo López, con la expectativa de la democratización total de Venezuela","Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",Internacional,"Leopoldo López, con la expectativa de la democratización total de Venezuela Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",leopoldo lopez expectativa democratizacion total venezuela washington leopoldo lopez caras visibles oposicion venezolana
Una ONG cifra en al menos 3.428 los muertos en las protestas de Irán y más de 10.000 los detenidos,Los datos del grupo Iran Human Rights superan en más de un millar de fallecidos a las cifras oficiales,Internacional,Una ONG cifra en al menos 3.428 los muertos en las protestas de Irán y más de 10.000 los detenidos Los datos del grupo Iran Human Rights superan en más de un millar de fallecidos a las cifras oficiales,ong cifra muertos protestas iran detenidos datos grupo iran human rights superan millar fallecidos cifras oficiales
El régimen chavista excarcela a catorce periodistas venezolanos,"El presidente del Parlamento de Venezuela, Jorge Rodríguez, anunció el pasado jueves un proceso de liberaciones de un «número importante» de personas",Internacional,"El régimen chavista excarcela a catorce periodistas venezolanos El presidente del Parlamento de Venezuela, Jorge Rodríguez, anunció el pasado jueves un proceso de liberaciones de un «número importante» de personas",regimen chavista excarcela catorce periodistas venezolanos presidente parlamento venezuela jorge rodriguez anuncio pasado proceso liberaciones numero importante personas
Qatar confirma la evacuación de parte del personal de la base de EE.UU. por las «tensiones regionales» con Irán,"Al Udeid, situada a 190 km al sur de Irán, del otro lado del Golfo, es la mayor base de Estados Unidos en Oriente Medio",Internacional,"Qatar confirma la evacuación de parte del personal de la base de EE.UU. por las «tensiones regionales» con Irán Al Udeid, situada a 190 km al sur de Irán, del otro lado del Golfo, es la mayor base de Estados Unidos en Oriente Medio",qatar confirma evacuacion personal base estadosunidos tensiones regionales iran udeid situada km sur iran lado golfo mayor base estadosunidos oriente medio
Minerales y estrategia: por qué EE.UU. codicia una isla cubierta de hielo,"El presidente de EE.UU. sigue queriendo hacerse sea como sea con esta isla, cubierta de hielo en un 80% y con 2,16 millones de kilómetros cuadrados de superficie",Internacional,"Minerales y estrategia: por qué EE.UU. codicia una isla cubierta de hielo El presidente de EE.UU. sigue queriendo hacerse sea como sea con esta isla, cubierta de hielo en un 80% y con 2,16 millones de kilómetros cuadrados de superficie",minerales estrategia estadosunidos codicia isla cubierta hielo presidente estadosunidos sigue queriendo hacerse isla cubierta hielo millones kilometros cuadrados superficie
Bruselas propone que dos tercios de los 90.000 millones a Ucrania vayan a apoyo militar,"Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",Internacional,"Bruselas propone que dos tercios de los 90.000 millones a Ucrania vayan a apoyo militar Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",bruselas propone tercios millones ucrania vayan apoyo militar bruselas comision europea propuso miercoles millones euros
Leopoldo López espera que salida de Maduro lleve a la democratización total de Venezuela,"Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",Internacional,"Leopoldo López espera que salida de Maduro lleve a la democratización total de Venezuela Washington, 14 ene (EFE).- Leopoldo López, una de las caras más visibles de la oposición venezolana,...",leopoldo lopez espera salida maduro lleve democratizacion total venezuela washington leopoldo lopez caras visibles oposicion venezolana
Estados Unidos congela las concesiones de visado a ciudadanos de 75 países,"Entre ellos, se encuentran Somalia, Rusia, Irán, Afganistán, Brasil, Nigeria y Tailandia",Internacional,"Estados Unidos congela las concesiones de visado a ciudadanos de 75 países Entre ellos, se encuentran Somalia, Rusia, Irán, Afganistán, Brasil, Nigeria y Tailandia",estadosunidos congela concesiones visado ciudadanos paises ellos encuentran somalia rusia iran afganistan brasil nigeria tailandia
Estonia aboga por prohibir la entrada de veteranos de guerra rusos en su territorio: «Esto es solo el principio»,El Gobierno estonio es uno de los mayores defensores de las sanciones contra Rusia y busca que Europa siga su ejemplo,Internacional,Estonia aboga por prohibir la entrada de veteranos de guerra rusos en su territorio: «Esto es solo el principio» El Gobierno estonio es uno de los mayores defensores de las sanciones contra Rusia y busca que Europa siga su ejemplo,estonia aboga prohibir entrada veteranos guerra rusos territorio esto principio gobierno estonio mayores defensores sanciones rusia busca europa siga ejemplo
Sindicato de la prensa de Venezuela informa de la excarcelación de varios periodistas,"Caracas, 14 ene (EFE).- El Sindicato Nacional de Trabajadores de la Prensa (SNTP) de Venezuela infor...",Internacional,"Sindicato de la prensa de Venezuela informa de la excarcelación de varios periodistas Caracas, 14 ene (EFE).- El Sindicato Nacional de Trabajadores de la Prensa (SNTP) de Venezuela infor...",sindicato prensa venezuela informa excarcelacion periodistas caracas sindicato nacional trabajadores prensa sntp venezuela infor
Informe a cámara: Irán despide a los policías muertos en las protestas sin mencionar a los civiles,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Informe a cámara: Irán despide a los policías muertos en las protestas sin mencionar a los civiles **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,informe camara iran despide policias muertos protestas mencionar civiles restrictions access israel media persian language tv stations outside iran strictly access
Irán despide en funerales de Estado a los policías muertos sin mencionar a los civiles,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Irán despide en funerales de Estado a los policías muertos sin mencionar a los civiles **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,iran despide funerales estado policias muertos mencionar civiles restrictions access israel media persian language tv stations outside iran strictly access
Registran el domicilio de una periodista de 'The Washington Post' por la presunta filtración de secretos de Estado en EE.UU.,"La profesional, que cubrió las medidas impulsadas por Trump, para despedir a miles de funcionarios, publicó en diciembre un reportaje al respecto",Internacional,"Registran el domicilio de una periodista de 'The Washington Post' por la presunta filtración de secretos de Estado en EE.UU. La profesional, que cubrió las medidas impulsadas por Trump, para despedir a miles de funcionarios, publicó en diciembre un reportaje al respecto",registran domicilio periodista the washington post presunta filtracion secretos estado estadosunidos profesional cubrio medidas impulsadas trump despedir miles funcionarios publico reportaje respecto
Von der Leyen propone que dos tercios de los 90.000 millones a Ucrania vayan a apoyo militar,"Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",Internacional,"Von der Leyen propone que dos tercios de los 90.000 millones a Ucrania vayan a apoyo militar Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",von der leyen propone tercios millones ucrania vayan apoyo militar bruselas comision europea propuso miercoles millones euros
Von der Leyen propone destinar 60.000 millones de euros del nuevo préstamo a Ucrania para gasto militar,"Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",Internacional,"Von der Leyen propone destinar 60.000 millones de euros del nuevo préstamo a Ucrania para gasto militar Bruselas, 14 ene (EFE).- La Comisión Europea propuso este miércoles que 60.000 millones de euros del...",von der leyen propone destinar millones euros prestamo ucrania gasto militar bruselas comision europea propuso miercoles millones euros
Irán asegura que el arsenal de misiles de Teherán ha aumentado desde junio,"Según el comandante aeroespacial, el nivel de preparación es el más alto para responder a cualquier ataque",Internacional,"Irán asegura que el arsenal de misiles de Teherán ha aumentado desde junio Según el comandante aeroespacial, el nivel de preparación es el más alto para responder a cualquier ataque",iran asegura arsenal misiles teheran aumentado segun comandante aeroespacial nivel preparacion alto responder cualquier ataque
Salen a la luz imágenes de las protestas del 8 de enero en Teherán con gritos contra el régimen,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Salen a la luz imágenes de las protestas del 8 de enero en Teherán con gritos contra el régimen **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,salen luz imagenes protestas teheran gritos regimen restrictions access israel media persian language tv stations outside iran strictly access
"Última hora de la intervención de Estados Unidos en Venezuela, en directo: últimas noticias sobre Irán, Groenlandia y Trump hoy","Sigue en directo la última hora de la situación en Venezuela tras la captura de Maduro por parte de los Estados Unidos, con todas las noticias sobre Donald Trump y los movimientos en Irán y Groenlandia",Internacional,"Última hora de la intervención de Estados Unidos en Venezuela, en directo: últimas noticias sobre Irán, Groenlandia y Trump hoy Sigue en directo la última hora de la situación en Venezuela tras la captura de Maduro por parte de los Estados Unidos, con todas las noticias sobre Donald Trump y los movimientos en Irán y Groenlandia",ultima hora intervencion estadosunidos venezuela directo ultimas noticias iran groenlandia trump sigue directo ultima hora situacion venezuela captura maduro estadosunidos todas noticias donald trump movimientos iran groenlandia
Las fuerzas israelíes proceden al derribo de la vivienda de un preso palestino en Cisjordania,"Qabatiya (Cisjordania), 14 ene (EFE/EPA).- Las fuerzas israelíes demolieron un edificio, hogar del p...",Internacional,"Las fuerzas israelíes proceden al derribo de la vivienda de un preso palestino en Cisjordania Qabatiya (Cisjordania), 14 ene (EFE/EPA).- Las fuerzas israelíes demolieron un edificio, hogar del p...",fuerzas israelies proceden derribo vivienda preso palestino cisjordania qabatiya cisjordania epa fuerzas israelies demolieron edificio hogar p
Protesta en Nairobi denuncia detención de Maduro y acciones de EE. UU. contra Venezuela,"Nairobi, 14 ene (EFE/EPA).- Activistas se congregaron este miércoles cerca de la Embajada de Estados...",Internacional,"Protesta en Nairobi denuncia detención de Maduro y acciones de EE. UU. contra Venezuela Nairobi, 14 ene (EFE/EPA).- Activistas se congregaron este miércoles cerca de la Embajada de Estados...",protesta nairobi denuncia detencion maduro acciones estadosunidos venezuela nairobi epa activistas congregaron miercoles embajada estados
Activistas se manifiestan en Nairobi en apoyo a Venezuela frente a la Embajada de EE. UU.,"Nairobi, 14 ene (EFE/EPA).- Activistas se congregaron este miércoles cerca de la Embajada de Estados...",Internacional,"Activistas se manifiestan en Nairobi en apoyo a Venezuela frente a la Embajada de EE. UU. Nairobi, 14 ene (EFE/EPA).- Activistas se congregaron este miércoles cerca de la Embajada de Estados...",activistas manifiestan nairobi apoyo venezuela frente embajada estadosunidos nairobi epa activistas congregaron miercoles embajada estados
Israel demuele el hogar de la familia de un preso palestino en Cisjordania,"Qabatiya (Cisjordania), 14 ene (EFE/EPA).- Las fuerzas israelíes demolieron un edificio, hogar del p...",Internacional,"Israel demuele el hogar de la familia de un preso palestino en Cisjordania Qabatiya (Cisjordania), 14 ene (EFE/EPA).- Las fuerzas israelíes demolieron un edificio, hogar del p...",israel demuele hogar familia preso palestino cisjordania qabatiya cisjordania epa fuerzas israelies demolieron edificio hogar p
Informe desde Teherán: Irán entierra a los más de 100 agentes de seguridad muertos en las protestas,"Teherán, 14 ene (EFE).- Irán celebra este miércoles los funerales por los más de cien miembros de la...",Internacional,"Informe desde Teherán: Irán entierra a los más de 100 agentes de seguridad muertos en las protestas Teherán, 14 ene (EFE).- Irán celebra este miércoles los funerales por los más de cien miembros de la...",informe teheran iran entierra agentes seguridad muertos protestas teheran iran celebra miercoles funerales miembros
El Gobierno francés obliga a retirar un libro de texto que «falsea los hechos» de los atentados de Hamás del 7 de octubre,Emmanuel Macron muestra su repulsa ante «cualquier relativismo respecto a los atentados terroristas y antisemitas» de 2023,Internacional,El Gobierno francés obliga a retirar un libro de texto que «falsea los hechos» de los atentados de Hamás del 7 de octubre Emmanuel Macron muestra su repulsa ante «cualquier relativismo respecto a los atentados terroristas y antisemitas» de 2023,gobierno frances obliga retirar libro texto falsea hechos atentados hamas emmanuel macron muestra repulsa cualquier relativismo respecto atentados terroristas antisemitas
Masiva multitud en Teherán despide a los mártires de las fuerzas de seguridad víctimas de los disturbios,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Masiva multitud en Teherán despide a los mártires de las fuerzas de seguridad víctimas de los disturbios **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,masiva multitud teheran despide martires fuerzas seguridad victimas disturbios restrictions access israel media persian language tv stations outside iran strictly access
Teherán rinde homenaje a los mártires de las fuerzas de seguridad caídos en los recientes disturbios violentos,**RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,Internacional,Teherán rinde homenaje a los mártires de las fuerzas de seguridad caídos en los recientes disturbios violentos **RESTRICTIONS: NO Access Israel Media/Persian Language TV Stations Outside Iran/Strictly No Access ...,teheran rinde homenaje martires fuerzas seguridad caidos recientes disturbios violentos restrictions access israel media persian language tv stations outside iran strictly access
La Ertzaintza registró ayer el domicilio del menor detenido por vinculación con el yihadismo en Agurain (Álava),"Agurain (Álava), 14 ene (EFE).- La Ertzaintza ha registrado este martes en Agurain (Álava) el domici...",Internacional,"La Ertzaintza registró ayer el domicilio del menor detenido por vinculación con el yihadismo en Agurain (Álava) Agurain (Álava), 14 ene (EFE).- La Ertzaintza ha registrado este martes en Agurain (Álava) el domici...",ertzaintza registro domicilio menor detenido vinculacion yihadismo agurain alava agurain alava ertzaintza registrado agurain alava domici
Estudiantes protestan en Daca bloqueando el tráfico en tres cruces de la capital,"Daca, 14 ene (EFE/EPA).- Estudiantes de universidades públicas de Bangladés bloquearon tres puntos d...",Internacional,"Estudiantes protestan en Daca bloqueando el tráfico en tres cruces de la capital Daca, 14 ene (EFE/EPA).- Estudiantes de universidades públicas de Bangladés bloquearon tres puntos d...",estudiantes protestan daca bloqueando trafico cruces capital daca epa estudiantes universidades publicas banglades bloquearon puntos d
Informe desde Teherán: Irán advierte que si Trump le ataca bombardeará bases de EE.UU. en la región,"Teherán, 14 ene (EFE).- El ministro de Defensa iraní, el general de brigada Aziz Nafizardeh, advirti...",Internacional,"Informe desde Teherán: Irán advierte que si Trump le ataca bombardeará bases de EE.UU. en la región Teherán, 14 ene (EFE).- El ministro de Defensa iraní, el general de brigada Aziz Nafizardeh, advirti...",informe teheran iran advierte trump ataca bombardeara bases estadosunidos region teheran ministro defensa irani general brigada aziz nafizardeh advirti
Al menos 28 muertos y más de 30 heridos tras caer una grúa sobre un tren en Tailandia,Una maquinaria de elevación utilizada en la construcción de la red de trenes de alta velocidad cayó sobre un convoy de pasajeros,Internacional,Al menos 28 muertos y más de 30 heridos tras caer una grúa sobre un tren en Tailandia Una maquinaria de elevación utilizada en la construcción de la red de trenes de alta velocidad cayó sobre un convoy de pasajeros,muertos heridos caer grua tren tailandia maquinaria elevacion utilizada construccion red trenes alta velocidad cayo convoy pasajeros
Francia abrirá un consulado en Groenlandia el 6 de febrero,La medida se anuncia en medio de los esfuerzos Trump por tomar el control del territorio ártico,Internacional,Francia abrirá un consulado en Groenlandia el 6 de febrero La medida se anuncia en medio de los esfuerzos Trump por tomar el control del territorio ártico,francia abrira consulado groenlandia medida anuncia medio esfuerzos trump tomar control territorio artico
Mueren al menos 22 personas en el choque de un tren contra una grúa en Tailandia,"Al menos 22 personas han muerto y 55 han resultado heridas este miércoles en Tailandia, cuando un...",Internacional,"Mueren al menos 22 personas en el choque de un tren contra una grúa en Tailandia Al menos 22 personas han muerto y 55 han resultado heridas este miércoles en Tailandia, cuando un...",mueren personas choque tren grua tailandia personas muerto resultado heridas miercoles tailandia
Trump hace una peineta a un trabajador de Ford que le tildó de «protector de pedófilos»,El presidente de EE.UU. le dijo «que te jodan»; el trabajador ha sido suspendido mientras se investigan los hechos,Internacional,Trump hace una peineta a un trabajador de Ford que le tildó de «protector de pedófilos» El presidente de EE.UU. le dijo «que te jodan»; el trabajador ha sido suspendido mientras se investigan los hechos,trump peineta trabajador ford tildo protector pedofilos presidente estadosunidos jodan trabajador suspendido investigan hechos
"Orbán se enfrentará a las urnas el 12 de abril, por primera vez en desventaja","El sondeo más reciente indica la victoria del opositor Tisza con el 47 % de los votos, frente al 39 % del partido de Orbán, el «gran hombre» de Trump",Internacional,"Orbán se enfrentará a las urnas el 12 de abril, por primera vez en desventaja El sondeo más reciente indica la victoria del opositor Tisza con el 47 % de los votos, frente al 39 % del partido de Orbán, el «gran hombre» de Trump",orban enfrentara urnas primera desventaja sondeo reciente indica victoria opositor tisza votos frente partido orban gran trump
"Trump pide a Irán a ""mostrar humanidad"" mientras que el Gobierno iraní le acusa ante la ONU","En medio de la ola de protestas en Irán, que se han saldado con más de 1.800 muertos, el...",Internacional,"Trump pide a Irán a ""mostrar humanidad"" mientras que el Gobierno iraní le acusa ante la ONU En medio de la ola de protestas en Irán, que se han saldado con más de 1.800 muertos, el...",trump pide iran mostrar humanidad gobierno irani acusa nacionesunidas medio ola protestas iran saldado muertos
Israel se suma a EE.UU. y rompe con varias agencias de la ONU y organizaciones,"También examinará «de inmediato», tras consultar con los ministerios pertinentes, «la cooperación continua entre Israel y otras organizaciones»",Internacional,"Israel se suma a EE.UU. y rompe con varias agencias de la ONU y organizaciones También examinará «de inmediato», tras consultar con los ministerios pertinentes, «la cooperación continua entre Israel y otras organizaciones»",israel suma estadosunidos rompe agencias nacionesunidas organizaciones tambien examinara inmediato consultar ministerios pertinentes cooperacion continua israel organizaciones
